"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots","replicate","scenario","tier","planted","signal_R2_removed","signal_R2_library"
"set10",0.00158989743968797,-0.00944999812979656,0.0362717706198676,0.30436605053511,999,0.396,0.678857142857143,225,16,"coherent_weak","pcs3",FALSE,NA,NA
"set11",-0.00302286069768042,0.00109019464657112,0.0381999852275436,-0.107671647508541,999,0.539,0.8085,225,16,"coherent_weak","pcs3",FALSE,NA,NA
"set12",-0.00236924722081814,0.0109946334258105,0.0404269870767766,-0.330568306296204,999,0.621,0.828,225,16,"coherent_weak","pcs3",FALSE,NA,NA
"set01",0.524404775961691,-0.0143487253433634,0.0328539594426286,16.3984344792857,999,0.001,0.004,225,16,"coherent_weak","pcs10",TRUE,0.430989677550326,0.00606508176160525
"set02",0.212015091422907,-0.0162600466424246,0.0330073684779966,6.91588419772103,999,0.001,0.004,225,16,"coherent_weak","pcs10",TRUE,0.807837328655014,0.000368720711039994
"set03",0.163296783943654,-0.0110267884085686,0.0353625376906289,4.92961149670032,999,0.001,0.004,225,16,"coherent_weak","pcs10",TRUE,0.902042938637991,0.0175630325330599
"set04",-0.0491131820295915,-0.0143269515101656,0.035678432939528,-0.974993228497051,999,0.859,0.937090909090909,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set05",0.0173098949209876,-0.0119825578364964,0.0347327467231631,0.84336701012906,999,0.205,0.492,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set06",0.00638956349001368,-0.0114064451325275,0.0360355191626663,0.493846322629875,999,0.315,0.54,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set07",-0.0704399779696449,-0.0137396634247315,0.0341719877657757,-1.65926298854937,999,0.96,0.96,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set08",0.0165544788476016,-0.0161035944229134,0.032667212483961,0.999720232834361,999,0.185,0.492,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set09",-0.0433748562181646,-0.00999863886318623,0.0335108711331206,-0.995981788190247,999,0.836,0.937090909090909,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set10",0.00258794799888635,-0.0169707492134624,0.0347681252677886,0.562546788522679,999,0.278,0.54,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set11",-0.0171884162368202,-0.0167832247602756,0.0326782181138694,-0.0123994360749028,999,0.502,0.669333333333333,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set12",0.00123829434585005,-0.0102319500451577,0.0351646124566595,0.326187140698475,999,0.361,0.5415,225,16,"coherent_weak","pcs10",FALSE,NA,NA
"set01",0.860614178530747,0.16982055784997,0.117319263906399,5.88815167841415,999,0.001,0.004,225,16,"coherent_strong","none",TRUE,0,0.00230330525871703
"set02",0.849591491138989,0.235886971221179,0.111470646405173,5.50552580171753,999,0.001,0.004,225,16,"coherent_strong","none",TRUE,1.11022302462516e-16,0.0239050647483322
"set03",0.906934844260068,0.369823983317695,0.0865528506738302,6.20558256326469,999,0.001,0.004,225,16,"coherent_strong","none",TRUE,0,0.142006830954907
"set04",0.474623504756214,0.203738539473049,0.122644812740876,2.20869484187229,999,0.058,0.1392,225,16,"coherent_strong","none",FALSE,NA,NA
"set05",0.705145042165498,0.253556533374649,0.105534416783452,4.27906385949401,999,0.003,0.009,225,16,"coherent_strong","none",FALSE,NA,NA
"set06",0.315815095684723,0.33434540522297,0.102510218877528,-0.180765486028133,999,0.584,0.637090909090909,225,16,"coherent_strong","none",FALSE,NA,NA
"set07",0.257236308313843,0.209477085938127,0.108404511321562,0.440564897101438,999,0.346,0.461333333333333,225,16,"coherent_strong","none",FALSE,NA,NA
"set08",0.24365355879831,0.231459462593936,0.116536576340166,0.104637501695432,999,0.467,0.5604,225,16,"coherent_strong","none",FALSE,NA,NA
"set09",0.444229071041312,0.296073323186408,0.103647250447357,1.42942284735428,999,0.12,0.205714285714286,225,16,"coherent_strong","none",FALSE,NA,NA
"set10",0.422772555719462,0.165372514283637,0.124795138792952,2.06258067361804,999,0.076,0.152,225,16,"coherent_strong","none",FALSE,NA,NA
"set11",0.359819315751674,0.26034413677923,0.107738755693411,0.923299868577634,999,0.217,0.3255,225,16,"coherent_strong","none",FALSE,NA,NA
"set12",0.240615079913528,0.295254369633957,0.0972016747676604,-0.562122924847043,999,0.727,0.727,225,16,"coherent_strong","none",FALSE,NA,NA
"set01",0.855268836262833,0.15699719285464,0.111525547225045,6.26109138921479,999,0.001,0.004,225,16,"coherent_strong","libsize",TRUE,0.00230330525871703,0.00230330525871703
"set02",0.837456786962024,0.201693803592538,0.0943174593507072,6.74067121555388,999,0.001,0.004,225,16,"coherent_strong","libsize",TRUE,0.0239050647483322,0.0239050647483322
"set03",0.804760510731885,0.306855615120069,0.0799209855461919,6.22996441058704,999,0.001,0.004,225,16,"coherent_strong","libsize",TRUE,0.142006830954907,0.142006830954907
"set04",0.432495276771397,0.177525215130778,0.115356220038209,2.21028446975956,999,0.065,0.156,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set05",0.648142288089176,0.220208324994135,0.100655037186517,4.2514907853252,999,0.008,0.024,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set06",0.244414091631236,0.284522728593533,0.0881830023086115,-0.454834105352071,999,0.706,0.770181818181818,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set07",0.238982372190524,0.181776269421,0.103644456070575,0.551945612320745,999,0.325,0.433333333333333,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set08",0.218827606477811,0.20645516653773,0.108022152141186,0.114536136290913,999,0.453,0.5436,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set09",0.358660957054119,0.261400552738039,0.0872498163500348,1.11473477406398,999,0.194,0.291,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set10",0.383730000128364,0.151458636000812,0.11471974429324,2.02468516259795,999,0.091,0.182,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set11",0.374200579586231,0.222600516550057,0.100201510369108,1.51295187545309,999,0.141,0.241714285714286,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set12",0.195772636749169,0.263286684173791,0.0863738264418676,-0.781649374652407,999,0.811,0.811,225,16,"coherent_strong","libsize",FALSE,NA,NA
"set01",0.850097914410592,0.0726868131199127,0.0503908096281109,15.4276366470007,999,0.001,0.004,225,16,"coherent_strong","pcs1",TRUE,0.137810812079549,0.00230330525871703
"set02",0.836349321156668,0.134550531439408,0.0558213677433766,12.5722249039756,999,0.001,0.004,225,16,"coherent_strong","pcs1",TRUE,0.0273307237348982,0.0239050647483322
"set03",0.796994764964398,0.246280671833846,0.0463773953668797,11.8746231601407,999,0.001,0.004,225,16,"coherent_strong","pcs1",TRUE,0.41238015197663,0.142006830954907
"set04",-0.0172381365918957,0.0914729160891758,0.0487546081370575,-2.22975954140512,999,0.991,0.991,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set05",0.135528220355546,0.145889518317917,0.0558008872205761,-0.185683391043828,999,0.571,0.6852,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set06",0.217377740400746,0.219142615249461,0.056544064711074,-0.0312123802512705,999,0.517,0.6852,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set07",0.0974650592489473,0.104429858339017,0.0520558360744957,-0.133794779131055,999,0.549,0.6852,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set08",0.209478202398303,0.124250417739136,0.0548746380054756,1.55313616193081,999,0.082,0.246,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set09",0.234826517215607,0.196884927532071,0.0508614502381051,0.745979312542488,999,0.24,0.576,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set10",0.0425654458346091,0.064535326290727,0.0498740680006522,-0.440507087888451,999,0.694,0.757090909090909,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set11",0.166852006415436,0.147054223295413,0.0556940619516253,0.355473858904708,999,0.374,0.6852,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set12",0.1886523856938,0.196604333481073,0.0563324503990849,-0.141161048932501,999,0.559,0.6852,225,16,"coherent_strong","pcs1",FALSE,NA,NA
"set01",0.795217035600151,0.0298095128278045,0.0438259333198238,17.4647170018426,999,0.001,0.004,225,16,"coherent_strong","pcs3",TRUE,0.513654265235242,0.00230330525871703
"set02",0.730777266781168,0.0727122370727173,0.0456043523464638,14.4298733750021,999,0.001,0.004,225,16,"coherent_strong","pcs3",TRUE,0.922861512818226,0.0239050647483322
"set03",0.75582240044059,0.132297387528822,0.0468176520885132,13.3181606743742,999,0.001,0.004,225,16,"coherent_strong","pcs3",TRUE,0.97588404478015,0.142006830954907
"set04",-0.0241851123824693,0.047073109297125,0.0463776623420367,-1.53647721944377,999,0.947,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set05",0.109912101028817,0.0888791048163429,0.0499292843824738,0.421255711404848,999,0.342,0.8208,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set06",0.146083489716985,0.157462865697523,0.0533664461575069,-0.213230911928292,999,0.576,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set07",0.0185328138223749,0.0518819779724952,0.0467555773884259,-0.713266010449817,999,0.76,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set08",0.121271242862922,0.0764085268162413,0.0430032018505192,1.04324129637197,999,0.151,0.453,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set09",0.101072554510296,0.147326515468782,0.0506163133719511,-0.913815287545566,999,0.813,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set10",-0.0204700969882919,0.023801293150803,0.0410582971197371,-1.07825685049693,999,0.869,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set11",0.00689221249173925,0.0965157837430518,0.0493505598476034,-1.81605986898779,999,0.976,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set12",0.072633917253687,0.139846691442566,0.0516384488953477,-1.30160327482134,999,0.91,0.976,225,16,"coherent_strong","pcs3",FALSE,NA,NA
"set01",0.0185980465687945,-0.0214148760574846,0.0348231661112441,1.14903172498607,999,0.12,0.48,225,16,"coherent_strong","pcs10",TRUE,0.929153415929678,0.00230330525871703
"set02",0.0273583493151133,-0.0222915402463521,0.0357328865174384,1.3894732388114,999,0.092,0.48,225,16,"coherent_strong","pcs10",TRUE,0.968296607470844,0.0239050647483322
"set03",0.00984307434783727,-0.0226662162827741,0.0347842048481731,0.934599217446786,999,0.162,0.486,225,16,"coherent_strong","pcs10",TRUE,0.98819477801832,0.142006830954907
"set04",-0.0607570485857947,-0.0200882690841406,0.0354990748590704,-1.1456292780335,999,0.888,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set05",-0.0518985370773501,-0.0223696438657723,0.0356616731399509,-0.828028822307198,999,0.804,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set06",-0.0305925637214292,-0.0228884746092755,0.0345129378724362,-0.223223219669936,999,0.581,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set07",-0.0508813977101491,-0.0217782708561012,0.0338380289231379,-0.86007157568648,999,0.798,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set08",0.0376667048143696,-0.0236389754551234,0.0366612124641295,1.67222184289394,999,0.046,0.48,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set09",-0.0211596938604398,-0.0201741089791907,0.0350668965800187,-0.0281058484602458,999,0.513,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set10",-0.0543227503219548,-0.021850397254253,0.0352634870064324,-0.920849179259513,999,0.837,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set11",-0.0542705823269282,-0.0213389290099872,0.0359595841334736,-0.915796278252449,999,0.832,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set12",-0.0340980235111717,-0.0191312907140531,0.0350765990089176,-0.426687113916419,999,0.679,0.888,225,16,"coherent_strong","pcs10",FALSE,NA,NA
"set01",0.749682216024529,0.121618643235632,0.110665532317942,5.67533142102882,999,0.001,0.004,225,17,"coherent_weak","none",TRUE,1.11022302462516e-16,0.00494308007397548
"set02",0.789326198789141,0.200909274177908,0.124243288108055,4.73600573175014,999,0.001,0.004,225,17,"coherent_weak","none",TRUE,0,2.8635408175437e-05
"set03",0.850817238141736,0.243973091590019,0.0919370072464173,6.60065151919948,999,0.001,0.004,225,17,"coherent_weak","none",TRUE,0,0.0345983725107398
"set04",0.0410491472421556,0.105807081116203,0.0920650783531353,-0.703393024069936,999,0.813,0.933818181818182,225,17,"coherent_weak","none",FALSE,NA,NA
"set05",0.0214466713856367,0.186070989349941,0.108523847447558,-1.51694140814401,999,0.995,0.995,225,17,"coherent_weak","none",FALSE,NA,NA
"set06",0.150715027254012,0.234234003168931,0.0966994138220985,-0.863696816906999,999,0.856,0.933818181818182,225,17,"coherent_weak","none",FALSE,NA,NA
"set07",0.096432046503029,0.158150888684286,0.119401361689945,-0.516902330992883,999,0.737,0.933818181818182,225,17,"coherent_weak","none",FALSE,NA,NA
"set08",0.1011024610343,0.170915622352622,0.107539062400497,-0.6491888599356,999,0.789,0.933818181818182,225,17,"coherent_weak","none",FALSE,NA,NA
"set09",0.272587845018021,0.237147688423409,0.095665842725434,0.37045778916438,999,0.367,0.734,225,17,"coherent_weak","none",FALSE,NA,NA
"set10",0.319170423561574,0.171352968786547,0.11713669431883,1.26192271033949,999,0.175,0.42,225,17,"coherent_weak","none",FALSE,NA,NA
"set11",0.113437177999898,0.177518926625963,0.108343827375742,-0.591466539241102,999,0.75,0.933818181818182,225,17,"coherent_weak","none",FALSE,NA,NA
"set12",0.377593184436401,0.237322491530677,0.0997415583150818,1.40634150173002,999,0.152,0.42,225,17,"coherent_weak","none",FALSE,NA,NA
"set01",0.745310677934833,0.125377027509972,0.108691062731925,5.70363040753279,999,0.001,0.004,225,17,"coherent_weak","libsize",TRUE,0.00494308007397548,0.00494308007397548
"set02",0.789605596513283,0.208430797799879,0.117301942759917,4.95451980623119,999,0.001,0.004,225,17,"coherent_weak","libsize",TRUE,2.8635408175437e-05,2.8635408175437e-05
"set03",0.840105376203282,0.265535850501363,0.0897686902109144,6.40055596613863,999,0.001,0.004,225,17,"coherent_weak","libsize",TRUE,0.0345983725107398,0.0345983725107398
"set04",0.0430970565742223,0.111752358159756,0.0920872332134191,-0.745546360660224,999,0.827,0.938181818181818,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set05",0.036104809402519,0.194742876463556,0.105636990523878,-1.5017283839147,999,0.992,0.992,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set06",0.17362565637629,0.257607741407244,0.0966834040965827,-0.868629790352226,999,0.86,0.938181818181818,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set07",0.104547236612441,0.161845864610665,0.117829082229534,-0.48628595686254,999,0.718,0.938181818181818,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set08",0.121966832893795,0.17973540795065,0.104418252719846,-0.553242115742432,999,0.741,0.938181818181818,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set09",0.292690921330075,0.261851813611737,0.0932490732892227,0.330717578529567,999,0.38,0.76,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set10",0.322153694065797,0.175238911610102,0.117036690705618,1.25528824824028,999,0.172,0.4128,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set11",0.119847407806267,0.187266945209749,0.107072930949913,-0.629659959855021,999,0.767,0.938181818181818,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set12",0.423012960221296,0.258060541991401,0.0969809326506597,1.70087473611002,999,0.117,0.351,225,17,"coherent_weak","libsize",FALSE,NA,NA
"set01",0.693472927438668,0.0444205613583456,0.0484825532750462,13.3873387896505,999,0.001,0.004,225,17,"coherent_weak","pcs1",TRUE,0.115987139781058,0.00494308007397548
"set02",0.789430530032855,0.112613098906027,0.049857840107591,13.5749448765989,999,0.001,0.004,225,17,"coherent_weak","pcs1",TRUE,0.00224945036956525,2.8635408175437e-05
"set03",0.829002606818674,0.197920793900015,0.0529001960411128,11.9296686996811,999,0.001,0.004,225,17,"coherent_weak","pcs1",TRUE,0.279257868445724,0.0345983725107398
"set04",-0.0163295501104883,0.0367719311347818,0.0452591228385179,-1.17327685370159,999,0.885,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set05",0.0163310218709938,0.114742568709426,0.056018340393125,-1.75677369496848,999,0.969,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set06",0.0880446867155136,0.187594477984642,0.0596491721877948,-1.66892158965281,999,0.956,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set07",0.030898110952633,0.0771003139257506,0.0513051012158907,-0.900538189734777,999,0.824,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set08",0.0891709685132629,0.09632803118529,0.0529240192115707,-0.135232788035538,999,0.559,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set09",0.155441252147911,0.190199852916379,0.0550792570503383,-0.631065170989904,999,0.734,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set10",0.0358788651185626,0.0788808315506703,0.0511994289139485,-0.839891525047703,999,0.823,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set11",0.102195862206508,0.103333200872918,0.0534308620635685,-0.021286174740287,999,0.509,0.969,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set12",0.246477964836173,0.18371872883912,0.0562060753206078,1.11659167872984,999,0.127,0.381,225,17,"coherent_weak","pcs1",FALSE,NA,NA
"set01",0.644224706025087,-0.0124175937705623,0.0361966841981821,18.1409517015547,999,0.001,0.004,225,17,"coherent_weak","pcs3",TRUE,0.274277040495188,0.00494308007397548
"set02",0.609415276489912,-0.00399405281987432,0.0367581340230805,16.6877167628973,999,0.001,0.004,225,17,"coherent_weak","pcs3",TRUE,0.573170734327052,2.8635408175437e-05
"set03",0.617041430996356,-0.00215844606413421,0.0371085880865978,16.6861610475587,999,0.001,0.004,225,17,"coherent_weak","pcs3",TRUE,0.844475877273717,0.0345983725107398
"set04",-0.032524489126033,-0.0127189311150401,0.0346117431457467,-0.572220761248388,999,0.704,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set05",-0.0210122442539783,-0.0054775411180765,0.0395918658201872,-0.392371079616584,999,0.655,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set06",-0.0329321947045433,0.000882848345012647,0.0400656334905245,-0.843991223988837,999,0.819,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set07",-0.0370076968886606,-0.00627590118633905,0.0386520306059317,-0.79508877594662,999,0.794,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set08",-0.0215650898191415,-0.00405424445272762,0.0363446201186826,-0.481800203420273,999,0.685,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set09",-0.0177010237070633,0.00762999215671724,0.0407855309967896,-0.621078486529315,999,0.729,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set10",0.00034113613949764,-0.00438016613240006,0.0369276269839677,0.127852847786495,999,0.442,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set11",0.0486206298866974,-0.00607301110635087,0.0371013950094067,1.47416669856164,999,0.081,0.243,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set12",-0.0111967009532985,0.0039254097804509,0.0380946312988128,-0.396961729728584,999,0.657,0.819,225,17,"coherent_weak","pcs3",FALSE,NA,NA
"set01",0.398358774556905,-0.0179641543684411,0.0341320820403378,12.1974079528266,999,0.001,0.004,225,17,"coherent_weak","pcs10",TRUE,0.538549762784206,0.00494308007397548
"set02",0.300563866539675,-0.0182104658907409,0.033296683365829,9.57375630864064,999,0.001,0.004,225,17,"coherent_weak","pcs10",TRUE,0.750757996223009,2.8635408175437e-05
"set03",0.261899524390302,-0.015968982459203,0.0342950764501384,8.10228568096352,999,0.001,0.004,225,17,"coherent_weak","pcs10",TRUE,0.88693236944364,0.0345983725107398
"set04",-0.0410781431558783,-0.0189767036652093,0.0346089030394629,-0.638605605773399,999,0.735,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set05",-0.0324617640122745,-0.0173116300880152,0.0378361560655435,-0.400414193714994,999,0.654,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set06",-0.0531922790485493,-0.0179669827844964,0.0368766287447883,-0.955220080117309,999,0.85,0.85,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set07",-0.0342963695586483,-0.0161288452334538,0.035270387438972,-0.515092848260586,999,0.705,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set08",-0.0385051196373348,-0.0136180042163778,0.0364996704553858,-0.681844934774876,999,0.743,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set09",-0.0365182194306434,-0.0136502218865687,0.033176135050413,-0.689290585215108,999,0.762,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set10",0.00636031503079706,-0.0178398027186994,0.033377372901131,0.725045611623809,999,0.247,0.5928,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set11",0.0279132309770191,-0.017208796217013,0.0358951266660749,1.25705162190381,999,0.107,0.321,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set12",-0.0314370092442191,-0.0133100302892713,0.0353252106454265,-0.513145671993175,999,0.715,0.831272727272727,225,17,"coherent_weak","pcs10",FALSE,NA,NA
"set01",0.868271438746636,0.183127086666027,0.110048868207073,6.22581915873418,999,0.001,0.004,225,17,"coherent_strong","none",TRUE,1.11022302462516e-16,0.00149001505696156
"set02",0.867321862429962,0.288422048977879,0.106249820911943,5.44847801608868,999,0.001,0.004,225,17,"coherent_strong","none",TRUE,0,0.0281888276347635
"set03",0.908657011568958,0.411133845833214,0.0833502549899073,5.96906591102795,999,0.001,0.004,225,17,"coherent_strong","none",TRUE,0,0.157216965143536
"set04",0.0965665695114355,0.15537072330171,0.106868539733139,-0.550247565252731,999,0.74,0.807272727272727,225,17,"coherent_strong","none",FALSE,NA,NA
"set05",0.245773527500995,0.256976592762593,0.108093216680987,-0.103642629996491,999,0.545,0.726,225,17,"coherent_strong","none",FALSE,NA,NA
"set06",0.403005141147758,0.325212743536109,0.102134840760147,0.761663669641757,999,0.241,0.4665,225,17,"coherent_strong","none",FALSE,NA,NA
"set07",0.119372441456399,0.224244108637905,0.126711157761637,-0.827643508543944,999,0.845,0.845,225,17,"coherent_strong","none",FALSE,NA,NA
"set08",0.310769984191405,0.242777231330737,0.101404591724846,0.670509606164194,999,0.281,0.4665,225,17,"coherent_strong","none",FALSE,NA,NA
"set09",0.430528386887337,0.344615456275811,0.0975265467983092,0.880918410750247,999,0.212,0.4665,225,17,"coherent_strong","none",FALSE,NA,NA
"set10",0.302821858452845,0.231019849152052,0.119722018695532,0.599739380300581,999,0.311,0.4665,225,17,"coherent_strong","none",FALSE,NA,NA
"set11",0.220305482162709,0.244832397535349,0.109960368652607,-0.22305232033303,999,0.605,0.726,225,17,"coherent_strong","none",FALSE,NA,NA
"set12",0.52986769158775,0.331450917432603,0.10539057739942,1.88268039753845,999,0.06,0.18,225,17,"coherent_strong","none",FALSE,NA,NA
"set01",0.864124480861776,0.165437023103967,0.106495171420419,6.56074306880589,999,0.001,0.004,225,17,"coherent_strong","libsize",TRUE,0.00149001505696156,0.00149001505696156
"set02",0.854700459956887,0.248635841112921,0.0963583054201854,6.28969777126245,999,0.001,0.004,225,17,"coherent_strong","libsize",TRUE,0.0281888276347635,0.0281888276347635
"set03",0.805547981665781,0.350149658783129,0.0705806036055569,6.4521738214038,999,0.001,0.004,225,17,"coherent_strong","libsize",TRUE,0.157216965143536,0.157216965143536
"set04",0.0817040837013626,0.147887356222647,0.102642151057886,-0.644796234677107,999,0.777,0.847636363636364,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set05",0.219389035256239,0.228333994770437,0.100970114540265,-0.0885901690309636,999,0.529,0.6348,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set06",0.339195509696965,0.294275332170283,0.0880996898231169,0.509878952092466,999,0.32,0.548571428571429,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set07",0.0827137328079337,0.196447445997902,0.117135393317326,-0.970959416867771,999,0.909,0.909,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set08",0.24109542946176,0.219345842537702,0.0942807987002169,0.23068946406802,999,0.419,0.6285,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set09",0.410094864728067,0.305472133541182,0.0844673697259294,1.2386171314006,999,0.156,0.3744,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set10",0.298221100364296,0.206819085016743,0.111458431598983,0.820054741810917,999,0.269,0.538,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set11",0.2130384115073,0.218388911283942,0.0923166203014354,-0.0579581418727309,999,0.524,0.6348,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set12",0.439901521402687,0.298012503864649,0.0877825598660636,1.61636910286654,999,0.107,0.321,225,17,"coherent_strong","libsize",FALSE,NA,NA
"set01",0.859346837303091,0.0837278693866047,0.0504281160041893,15.3806850101648,999,0.001,0.004,225,17,"coherent_strong","pcs1",TRUE,0.135040223087437,0.00149001505696156
"set02",0.853577071617256,0.179266383869916,0.0625896783259203,10.773512594777,999,0.001,0.004,225,17,"coherent_strong","pcs1",TRUE,0.0327368119086549,0.0281888276347635
"set03",0.82123066593618,0.300577416533697,0.0439985928190577,11.8334068442517,999,0.001,0.004,225,17,"coherent_strong","pcs1",TRUE,0.398967706216098,0.157216965143536
"set04",0.0501571294689093,0.0719213265199702,0.0505671733037713,-0.43040169400645,999,0.678,0.722,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set05",0.232612523905406,0.154118905802683,0.0606056905562965,1.29515260666506,999,0.112,0.214285714285714,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set06",0.330041676667465,0.235412665603263,0.0611614905537521,1.54719922957138,999,0.057,0.171,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set07",0.0814186013179634,0.114510079549804,0.0581419680316083,-0.569149606594859,999,0.722,0.722,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set08",0.178585980655293,0.150637886746485,0.0574150981585462,0.48677255295518,999,0.318,0.424,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set09",0.317382033451321,0.241027129996775,0.059419117756254,1.28502250349399,999,0.105,0.214285714285714,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set10",0.118982589588534,0.119791309244234,0.0583127603362331,-0.0138686567234456,999,0.505,0.606,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set11",0.2139515505803,0.14907368980948,0.057255513082748,1.13312862426114,999,0.125,0.214285714285714,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set12",0.293765858348613,0.233997772489581,0.0615629394018316,0.970845226686072,999,0.147,0.2205,225,17,"coherent_strong","pcs1",FALSE,NA,NA
"set01",0.784479478671865,0.0304927748695175,0.0446925408047596,16.8705267193502,999,0.001,0.004,225,17,"coherent_strong","pcs3",TRUE,0.540519281706453,0.00149001505696156
"set02",0.711669643167733,0.0977641272709643,0.0491373780156387,12.4936563709481,999,0.001,0.004,225,17,"coherent_strong","pcs3",TRUE,0.92108279798273,0.0281888276347635
"set03",0.793022264975053,0.158478973788867,0.0500222040107339,12.6852325629239,999,0.001,0.004,225,17,"coherent_strong","pcs3",TRUE,0.967647395152912,0.157216965143536
"set04",-0.0136629311833988,0.0241778010392851,0.0447993140028516,-0.844672135387503,999,0.786,0.909,225,17,"coherent_strong","pcs3",FALSE,NA,NA
