"cohort","patient","section_id","pathway","n_spots","n_genes","stat","stat_matched_med","n_matched","p_matched","p_adj_BH","tier","sig","rank_effect"
"GSE274557","Pt4","GSM8452858_Pt-4C","HALLMARK_NOTCH_SIGNALING",2620,15839,-0.00568880553494719,0.00410928985260265,1999,0.801,0.81734693877551,"pcs",FALSE,0.199
"GSE274557","Pt4","GSM8452858_Pt-4C","HALLMARK_DNA_REPAIR",2620,15839,-0.0127474846658974,0.0132462225356402,1999,0.982,0.982,"pcs",FALSE,0.018
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ALLOGRAFT_REJECTION",3447,15110,0.0500288571164928,0.00609090603307993,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_CHOLESTEROL_HOMEOSTASIS",3447,15110,0.0608256870260073,0.00615869518977135,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_E2F_TARGETS",3447,15110,0.0910502913948351,0.00841011529691656,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",3447,15110,0.147964077928525,0.0154490579959923,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ESTROGEN_RESPONSE_LATE",3447,15110,0.0479054149801872,0.00707960334702597,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_G2M_CHECKPOINT",3447,15110,0.101365743559073,0.00804689507130732,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_HYPOXIA",3447,15110,0.164329480423727,0.0149388275567487,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_IL6_JAK_STAT3_SIGNALING",3447,15110,0.04127434309533,0.00351938287137809,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_INTERFERON_ALPHA_RESPONSE",3447,15110,0.346552918400548,0.00501348269359096,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_INTERFERON_GAMMA_RESPONSE",3447,15110,0.294330906545436,0.00793572386625131,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_MTORC1_SIGNALING",3447,15110,0.0992774388311792,0.0130887221490596,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_MYOGENESIS",3447,15110,0.059126534969671,0.00910475519290439,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_TNFA_SIGNALING_VIA_NFKB",3447,15110,0.122444859778463,0.0117469575102684,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_UV_RESPONSE_DN",3447,15110,0.0498129049405413,0.0079143809328532,1999,0.001,0.00357142857142857,"pcs",TRUE,0.999
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_PI3K_AKT_MTOR_SIGNALING",3447,15110,0.0421292626680731,0.0080271058019918,1999,0.003,0.01,"pcs",TRUE,0.997
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",3447,15110,0.036028298446607,0.00811449229987729,1999,0.0065,0.0203125,"pcs",TRUE,0.9935
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_MYC_TARGETS_V1",3447,15110,0.0522772684007574,0.0193411598504599,1999,0.0075,0.0220588235294118,"pcs",TRUE,0.9925
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ANGIOGENESIS",3447,15110,0.0362657072408365,0.00583567789707119,1999,0.008,0.0222222222222222,"pcs",TRUE,0.992
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_INFLAMMATORY_RESPONSE",3447,15110,0.0319418751549015,0.00631334124579352,1999,0.012,0.0315789473684211,"pcs",TRUE,0.988
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_MITOTIC_SPINDLE",3447,15110,0.0328715376715606,0.00974888845949546,1999,0.02,0.05,"pcs",FALSE,0.98
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_GLYCOLYSIS",3447,15110,0.0358959625830968,0.0123219712985676,1999,0.024,0.0571428571428571,"pcs",FALSE,0.976
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_OXIDATIVE_PHOSPHORYLATION",3447,15110,0.0369043142098918,0.0148082344422295,1999,0.032,0.0697916666666667,"pcs",FALSE,0.968
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_MYC_TARGETS_V2",3447,15110,0.024844290675807,0.00417411424781685,1999,0.0325,0.0697916666666667,"pcs",FALSE,0.9675
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_APICAL_JUNCTION",3447,15110,0.0314613971209385,0.0101252452819428,1999,0.0335,0.0697916666666667,"pcs",FALSE,0.9665
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_XENOBIOTIC_METABOLISM",3447,15110,0.024872835349664,0.00696132858485155,1999,0.0505,0.101,"pcs",FALSE,0.9495
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_COAGULATION",3447,15110,0.0256860241381416,0.00880100004584604,1999,0.0765,0.1425,"pcs",FALSE,0.9235
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_PEROXISOME",3447,15110,0.0207194748628343,0.00514608440976041,1999,0.0795,0.1425,"pcs",FALSE,0.9205
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_UV_RESPONSE_UP",3447,15110,0.023334803754914,0.0082739563781478,1999,0.0805,0.1425,"pcs",FALSE,0.9195
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_APOPTOSIS",3447,15110,0.0259100221345731,0.0102449426980566,1999,0.0835,0.1425,"pcs",FALSE,0.9165
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_IL2_STAT5_SIGNALING",3447,15110,0.0235803278044211,0.0083479807465006,1999,0.0855,0.1425,"pcs",FALSE,0.9145
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_HEDGEHOG_SIGNALING",3447,15110,0.016793556896398,0.00323418808808583,1999,0.0935,0.150806451612903,"pcs",FALSE,0.9065
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_HEME_METABOLISM",3447,15110,0.0216952007151651,0.00743044033195357,1999,0.107,0.163636363636364,"pcs",FALSE,0.893
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_KRAS_SIGNALING_DN",3447,15110,0.0150519258035261,0.00151725664255028,1999,0.108,0.163636363636364,"pcs",FALSE,0.892
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ESTROGEN_RESPONSE_EARLY",3447,15110,0.0204320197801727,0.00784441794694814,1999,0.129,0.189705882352941,"pcs",FALSE,0.871
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ADIPOGENESIS",3447,15110,0.0211456319661493,0.0110453754041571,1999,0.183,0.261428571428571,"pcs",FALSE,0.817
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_KRAS_SIGNALING_UP",3447,15110,0.0163129829572085,0.00704850738481141,1999,0.1985,0.275694444444444,"pcs",FALSE,0.8015
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_FATTY_ACID_METABOLISM",3447,15110,0.0149781038082221,0.00697664976872185,1999,0.2175,0.293918918918919,"pcs",FALSE,0.7825
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_P53_PATHWAY",3447,15110,0.0170278086093208,0.0104626030236476,1999,0.287,0.377631578947368,"pcs",FALSE,0.713
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_APICAL_SURFACE",3447,15110,0.00834165681854455,0.00281718168910168,1999,0.308,0.394871794871795,"pcs",FALSE,0.692
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_DNA_REPAIR",3447,15110,0.0120669671021022,0.00784590465619415,1999,0.3375,0.421875,"pcs",FALSE,0.6625
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_WNT_BETA_CATENIN_SIGNALING",3447,15110,0.00574488132731455,0.00200394750512782,1999,0.3725,0.454268292682927,"pcs",FALSE,0.6275
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_COMPLEMENT",3447,15110,0.0103085611882762,0.00863102183291179,1999,0.4345,0.517261904761905,"pcs",FALSE,0.5655
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_SPERMATOGENESIS",3447,15110,0.00147407564772342,0.00147875443392181,1999,0.5005,0.581976744186047,"pcs",FALSE,0.4995
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_PROTEIN_SECRETION",3447,15110,0.00784023066401865,0.00844578334499703,1999,0.5175,0.588068181818182,"pcs",FALSE,0.4825
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",3447,15110,0.00275284585368918,0.00811682348307004,1999,0.671,0.745555555555556,"pcs",FALSE,0.329
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_TGF_BETA_SIGNALING",3447,15110,0.00172989003694052,0.00849833461223082,1999,0.7335,0.797282608695652,"pcs",FALSE,0.2665
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_PANCREAS_BETA_CELLS",3447,15110,-0.00713880517409895,0.00171410439865568,1999,0.804,0.8453125,"pcs",FALSE,0.196
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_NOTCH_SIGNALING",3447,15110,-0.00524034484176347,0.00424440766262343,1999,0.8115,0.8453125,"pcs",FALSE,0.1885
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_ANDROGEN_RESPONSE",3447,15110,-0.00598410614294439,0.00726566778498552,1999,0.8895,0.90765306122449,"pcs",FALSE,0.1105
"GSE274557","Pt4","GSM8452859_Pt-4D","HALLMARK_BILE_ACID_METABOLISM",3447,15110,-0.013023120507958,0.00264314133821459,1999,0.945,0.945,"pcs",FALSE,0.055
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ALLOGRAFT_REJECTION",2928,14570,0.140919538432294,0.0111988250575964,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_COMPLEMENT",2928,14570,0.061275382112008,0.0157019596886195,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_E2F_TARGETS",2928,14570,0.131733480862656,0.011066292726924,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2928,14570,0.0968236993716418,0.030421785669614,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_G2M_CHECKPOINT",2928,14570,0.116656147387441,0.0116733375574025,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_HYPOXIA",2928,14570,0.108292386019091,0.0201199822575326,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_INTERFERON_ALPHA_RESPONSE",2928,14570,0.229954586257559,0.0113097407958164,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_INTERFERON_GAMMA_RESPONSE",2928,14570,0.221229784139772,0.0153492993607066,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_KRAS_SIGNALING_UP",2928,14570,0.0498616994601693,0.0117159710168928,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_MTORC1_SIGNALING",2928,14570,0.0593564992515925,0.0178814991869641,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_MYC_TARGETS_V1",2928,14570,0.130065495968557,0.0284246404191084,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_PANCREAS_BETA_CELLS",2928,14570,0.130466631063856,0.00353105861562641,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2928,14570,0.0969426482954927,0.016419206591391,1999,5e-04,0.00192307692307692,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_COAGULATION",2928,14570,0.0571059926275446,0.0180531180704625,1999,0.001,0.003125,"pcs",TRUE,0.999
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_INFLAMMATORY_RESPONSE",2928,14570,0.0543152644673701,0.0106293842634555,1999,0.001,0.003125,"pcs",TRUE,0.999
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_MYC_TARGETS_V2",2928,14570,0.0459932337571553,0.00570327798767042,1999,0.001,0.003125,"pcs",TRUE,0.999
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_IL6_JAK_STAT3_SIGNALING",2928,14570,0.0493583120567171,0.00805143315553937,1999,0.002,0.00588235294117647,"pcs",TRUE,0.998
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_KRAS_SIGNALING_DN",2928,14570,0.0383645428290087,0.00536170161841096,1999,0.003,0.00833333333333333,"pcs",TRUE,0.997
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_MYOGENESIS",2928,14570,0.0525666209904365,0.0160913484503439,1999,0.0035,0.00921052631578947,"pcs",TRUE,0.9965
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2928,14570,0.0640332959369667,0.0270347925187779,1999,0.0045,0.01125,"pcs",TRUE,0.9955
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_CHOLESTEROL_HOMEOSTASIS",2928,14570,0.0401950916054425,0.0108122104955344,1999,0.0075,0.0178571428571429,"pcs",TRUE,0.9925
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_UV_RESPONSE_DN",2928,14570,0.0413178833865709,0.0110741929716493,1999,0.0095,0.0215909090909091,"pcs",TRUE,0.9905
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_GLYCOLYSIS",2928,14570,0.0485498286916244,0.0198792242531758,1999,0.0165,0.0358695652173913,"pcs",TRUE,0.9835
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_APOPTOSIS",2928,14570,0.0424409980045861,0.0181740186419522,1999,0.024,0.049,"pcs",TRUE,0.976
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_BILE_ACID_METABOLISM",2928,14570,0.0298270977581812,0.00675965538327325,1999,0.0245,0.049,"pcs",TRUE,0.9755
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_MITOTIC_SPINDLE",2928,14570,0.0368893349753465,0.015155889675455,1999,0.035,0.0673076923076923,"pcs",FALSE,0.965
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ADIPOGENESIS",2928,14570,0.0402757581682711,0.0177301544275046,1999,0.0445,0.0824074074074074,"pcs",FALSE,0.9555
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_SPERMATOGENESIS",2928,14570,0.0218339514931905,0.00448703247363474,1999,0.052,0.0928571428571429,"pcs",FALSE,0.948
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_IL2_STAT5_SIGNALING",2928,14570,0.0286462161342479,0.0141353383190307,1999,0.1015,0.175,"pcs",FALSE,0.8985
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ESTROGEN_RESPONSE_LATE",2928,14570,0.0282044201409988,0.0149632562092098,1999,0.124,0.206451612903226,"pcs",FALSE,0.876
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_FATTY_ACID_METABOLISM",2928,14570,0.0258280587523404,0.0121596405316273,1999,0.128,0.206451612903226,"pcs",FALSE,0.872
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ANGIOGENESIS",2928,14570,0.0245405667372001,0.0115562342257444,1999,0.1415,0.22109375,"pcs",FALSE,0.8585
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_TGF_BETA_SIGNALING",2928,14570,0.0228711623900285,0.0114278407919293,1999,0.1735,0.262878787878788,"pcs",FALSE,0.8265
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_APICAL_JUNCTION",2928,14570,0.027191183795502,0.017094186980171,1999,0.204,0.3,"pcs",FALSE,0.796
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_PI3K_AKT_MTOR_SIGNALING",2928,14570,0.020488355344509,0.0115563531649719,1999,0.2315,0.330714285714286,"pcs",FALSE,0.7685
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_XENOBIOTIC_METABOLISM",2928,14570,0.0212845504359591,0.0133006464461448,1999,0.2555,0.350675675675676,"pcs",FALSE,0.7445
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_DNA_REPAIR",2928,14570,0.0210177563257923,0.0130514669733727,1999,0.2595,0.350675675675676,"pcs",FALSE,0.7405
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ANDROGEN_RESPONSE",2928,14570,0.0180006497211486,0.0122025204442606,1999,0.3115,0.399358974358974,"pcs",FALSE,0.6885
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_HEME_METABOLISM",2928,14570,0.0182607871181503,0.0125725159614141,1999,0.3115,0.399358974358974,"pcs",FALSE,0.6885
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_PEROXISOME",2928,14570,0.0163075407543008,0.0111066370196142,1999,0.321,0.40125,"pcs",FALSE,0.679
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_NOTCH_SIGNALING",2928,14570,0.011281012232383,0.0069386543633851,1999,0.352,0.424404761904762,"pcs",FALSE,0.648
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",2928,14570,0.0190092553581427,0.0143685332035655,1999,0.3565,0.424404761904762,"pcs",FALSE,0.6435
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_ESTROGEN_RESPONSE_EARLY",2928,14570,0.0170200740566721,0.0136182571874075,1999,0.384,0.446511627906977,"pcs",FALSE,0.616
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2928,14570,0.0169607384957222,0.0137862257443129,1999,0.401,0.455681818181818,"pcs",FALSE,0.599
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_P53_PATHWAY",2928,14570,0.0191762992129636,0.0174078873362409,1999,0.455,0.505555555555556,"pcs",FALSE,0.545
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_PROTEIN_SECRETION",2928,14570,0.0146461764189735,0.0134495899027325,1999,0.4705,0.511413043478261,"pcs",FALSE,0.5295
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_HEDGEHOG_SIGNALING",2928,14570,0.00448058379460882,0.00517562958986239,1999,0.525,0.558510638297872,"pcs",FALSE,0.475
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_WNT_BETA_CATENIN_SIGNALING",2928,14570,0.00200874906326686,0.00478312431550712,1999,0.5945,0.619270833333333,"pcs",FALSE,0.4055
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_UV_RESPONSE_UP",2928,14570,0.00630162248652288,0.0149899003963359,1999,0.7705,0.786224489795918,"pcs",FALSE,0.2295
"GSE274557","Pt5","GSM8452860_Pt-5A","HALLMARK_APICAL_SURFACE",2928,14570,-0.0222906115818489,0.00716032565760888,1999,0.997,0.997,"pcs",FALSE,0.003
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ADIPOGENESIS",2770,15544,0.12382541902674,0.0432501159230815,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ALLOGRAFT_REJECTION",2770,15544,0.139557268880465,0.0248467119492587,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_BILE_ACID_METABOLISM",2770,15544,0.0862213633662398,0.0194152395907924,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_E2F_TARGETS",2770,15544,0.106425709121146,0.0259220021713179,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2770,15544,0.127097420447226,0.0418784297417087,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_FATTY_ACID_METABOLISM",2770,15544,0.144873904442283,0.0333632464787027,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_G2M_CHECKPOINT",2770,15544,0.105405219070938,0.0249154438628257,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_HYPOXIA",2770,15544,0.170930073778126,0.0417265371000533,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_INFLAMMATORY_RESPONSE",2770,15544,0.107113104703567,0.0234813244304406,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_INTERFERON_ALPHA_RESPONSE",2770,15544,0.170015848269504,0.021566798738245,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_INTERFERON_GAMMA_RESPONSE",2770,15544,0.199233860787626,0.0319307118639956,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_MYC_TARGETS_V1",2770,15544,0.133736157748756,0.0541148068848121,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_MYC_TARGETS_V2",2770,15544,0.0564102272652851,0.012171366656111,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_OXIDATIVE_PHOSPHORYLATION",2770,15544,0.210447322223288,0.056417367835107,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_PEROXISOME",2770,15544,0.0910783775309022,0.0243178787632774,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_TNFA_SIGNALING_VIA_NFKB",2770,15544,0.178226382699533,0.0337356343693827,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_XENOBIOTIC_METABOLISM",2770,15544,0.194420726479524,0.03948279570542,1999,5e-04,0.00147058823529412,"pcs",TRUE,0.9995
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ANGIOGENESIS",2770,15544,0.0782647072724264,0.0179694984734697,1999,0.001,0.00277777777777778,"pcs",TRUE,0.999
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_MTORC1_SIGNALING",2770,15544,0.084037678068669,0.0417953421368539,1999,0.006,0.015,"pcs",TRUE,0.994
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",2770,15544,0.0686606742010744,0.0279418376374602,1999,0.006,0.015,"pcs",TRUE,0.994
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_HEME_METABOLISM",2770,15544,0.060417345927327,0.0255870574796483,1999,0.008,0.019047619047619,"pcs",TRUE,0.992
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ESTROGEN_RESPONSE_EARLY",2770,15544,0.0641316349956798,0.0281519117452763,1999,0.0145,0.0329545454545455,"pcs",TRUE,0.9855
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_COAGULATION",2770,15544,0.0798642676431603,0.0401085772745748,1999,0.023,0.0479166666666667,"pcs",TRUE,0.977
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_COMPLEMENT",2770,15544,0.0686845438199319,0.0353628887974979,1999,0.023,0.0479166666666667,"pcs",TRUE,0.977
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_IL6_JAK_STAT3_SIGNALING",2770,15544,0.042722285422719,0.0155954033039014,1999,0.028,0.056,"pcs",FALSE,0.972
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_P53_PATHWAY",2770,15544,0.0647387514518896,0.0360318632017627,1999,0.036,0.0685185185185185,"pcs",FALSE,0.964
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_KRAS_SIGNALING_UP",2770,15544,0.0533657741423155,0.0266073149322108,1999,0.037,0.0685185185185185,"pcs",FALSE,0.963
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ANDROGEN_RESPONSE",2770,15544,0.0513046288275748,0.0268097615455007,1999,0.049,0.0875,"pcs",FALSE,0.951
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_APOPTOSIS",2770,15544,0.0609865108900433,0.0333409721047929,1999,0.0525,0.0905172413793103,"pcs",FALSE,0.9475
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_CHOLESTEROL_HOMEOSTASIS",2770,15544,0.0483305418765893,0.0252077052444155,1999,0.074,0.123333333333333,"pcs",FALSE,0.926
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_MITOTIC_SPINDLE",2770,15544,0.0467308318643818,0.0268271205079583,1999,0.077,0.124193548387097,"pcs",FALSE,0.923
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_TGF_BETA_SIGNALING",2770,15544,0.0395280865152061,0.0198636760581651,1999,0.1015,0.15859375,"pcs",FALSE,0.8985
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_PANCREAS_BETA_CELLS",2770,15544,0.0279081602535624,0.0107096651878524,1999,0.1195,0.181060606060606,"pcs",FALSE,0.8805
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_PI3K_AKT_MTOR_SIGNALING",2770,15544,0.037586758998823,0.0216743071833718,1999,0.1425,0.209558823529412,"pcs",FALSE,0.8575
"GSE274557","Pt5","GSM8452861_Pt-5B","HALLMARK_ESTROGEN_RESPONSE_LATE",2770,15544,0.044038545292083,0.0300239829341733,1999,0.1855,0.265,"pcs",FALSE,0.8145
