"tier","cohort","patient","pathway","fraction_sections","rank_effect","positive"
"pcs","GSE282302","C1_D1","HALLMARK_E2F_TARGETS",1,0.995,TRUE
"libsize","GSE282302","C1_D10","HALLMARK_E2F_TARGETS",0.5,0.81175,TRUE
"none","GSE282302","C1_D10","HALLMARK_E2F_TARGETS",0,0.695,FALSE
"pcs","GSE282302","C1_D10","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D11","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D11","HALLMARK_E2F_TARGETS",0.5,0.96275,TRUE
"pcs","GSE282302","C1_D11","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"pcs","GSE282302","C1_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_E2F_TARGETS",0.5,0.72375,TRUE
"none","GSE282302","C1_D13","HALLMARK_E2F_TARGETS",0,0.52675,FALSE
"pcs","GSE282302","C1_D13","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D14","HALLMARK_E2F_TARGETS",1,0.997833333333333,TRUE
"pcs","GSE282302","C1_D14","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D2","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D2","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"pcs","GSE282302","C1_D2","HALLMARK_E2F_TARGETS",0,0.863,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_E2F_TARGETS",0,0.9535,FALSE
"none","GSE282302","C1_D3","HALLMARK_E2F_TARGETS",0,0.0335,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D4","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D4","HALLMARK_E2F_TARGETS",0,0.016,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D5","HALLMARK_E2F_TARGETS",1,0.9965,TRUE
"none","GSE282302","C1_D5","HALLMARK_E2F_TARGETS",0,0,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_E2F_TARGETS",1,0.9975,TRUE
"libsize","GSE282302","C1_D6","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D6","HALLMARK_E2F_TARGETS",0,0.662,FALSE
"pcs","GSE282302","C1_D6","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_E2F_TARGETS",0,0.5715,FALSE
"none","GSE282302","C1_D7","HALLMARK_E2F_TARGETS",0,0.0105,FALSE
"pcs","GSE282302","C1_D7","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_E2F_TARGETS",0,0.1715,FALSE
"pcs","GSE282302","C1_D8","HALLMARK_E2F_TARGETS",1,0.99675,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_E2F_TARGETS",0.5,0.96375,TRUE
"none","GSE282302","C1_D9","HALLMARK_E2F_TARGETS",0.5,0.62525,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_E2F_TARGETS",0,0.866,FALSE
"none","GSE282302","C2_D1","HALLMARK_E2F_TARGETS",0,0,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_E2F_TARGETS",1,0.99925,TRUE
"none","GSE282302","C2_D10","HALLMARK_E2F_TARGETS",1,0.994875,TRUE
"pcs","GSE282302","C2_D10","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_E2F_TARGETS",0.75,0.9638125,TRUE
"none","GSE282302","C2_D11","HALLMARK_E2F_TARGETS",0.625,0.8698125,TRUE
"pcs","GSE282302","C2_D11","HALLMARK_E2F_TARGETS",1,0.9988125,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C2_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"pcs","GSE282302","C2_D12","HALLMARK_E2F_TARGETS",0,0.7565,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"pcs","GSE282302","C2_D13","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_E2F_TARGETS",0,0.513,FALSE
"none","GSE282302","C2_D2","HALLMARK_E2F_TARGETS",0,0.6,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_E2F_TARGETS",1,0.999,TRUE
"pcs","GSE282302","C2_D3","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_E2F_TARGETS",0,0.8595,FALSE
"none","GSE282302","C2_D4","HALLMARK_E2F_TARGETS",0,0.0425,FALSE
"pcs","GSE282302","C2_D4","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D5","HALLMARK_E2F_TARGETS",1,0.99675,TRUE
"none","GSE282302","C2_D5","HALLMARK_E2F_TARGETS",0.5,0.569,TRUE
"pcs","GSE282302","C2_D5","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_E2F_TARGETS",1,0.99925,TRUE
"none","GSE282302","C2_D6","HALLMARK_E2F_TARGETS",0.5,0.995,TRUE
"pcs","GSE282302","C2_D6","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"none","GSE282302","C2_D7","HALLMARK_E2F_TARGETS",0,0.01525,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_E2F_TARGETS",0.75,0.98175,TRUE
"none","GSE282302","C2_D8","HALLMARK_E2F_TARGETS",0,0.40475,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_E2F_TARGETS",0.333333333333333,0.931583333333333,FALSE
"none","GSE282302","C2_D9","HALLMARK_E2F_TARGETS",0,0.49525,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_E2F_TARGETS",0.833333333333333,0.947333333333333,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_E2F_TARGETS",0.5,0.935,TRUE
"none","GSE282302","C3_D1","HALLMARK_E2F_TARGETS",0.25,0.501125,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_E2F_TARGETS",0.75,0.83025,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_E2F_TARGETS",0.25,0.760625,FALSE
"none","GSE282302","C3_D10","HALLMARK_E2F_TARGETS",0,0.515875,FALSE
"pcs","GSE282302","C3_D10","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_E2F_TARGETS",0.75,0.96975,TRUE
"none","GSE282302","C3_D11","HALLMARK_E2F_TARGETS",0.25,0.7195,FALSE
"pcs","GSE282302","C3_D11","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_E2F_TARGETS",0.625,0.8353125,TRUE
"none","GSE282302","C3_D12","HALLMARK_E2F_TARGETS",0.5,0.7051875,TRUE
"pcs","GSE282302","C3_D12","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_E2F_TARGETS",0.75,0.86875,TRUE
"none","GSE282302","C3_D2","HALLMARK_E2F_TARGETS",0.5,0.745625,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_E2F_TARGETS",0.5,0.55575,TRUE
"none","GSE282302","C3_D3","HALLMARK_E2F_TARGETS",0,0.280125,FALSE
"pcs","GSE282302","C3_D3","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D4","HALLMARK_E2F_TARGETS",1,0.998375,TRUE
"none","GSE282302","C3_D4","HALLMARK_E2F_TARGETS",0.5,0.742375,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_E2F_TARGETS",0.75,0.971875,TRUE
"libsize","GSE282302","C3_D5","HALLMARK_E2F_TARGETS",0.75,0.990875,TRUE
"none","GSE282302","C3_D5","HALLMARK_E2F_TARGETS",0.5,0.90375,TRUE
"pcs","GSE282302","C3_D5","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_E2F_TARGETS",1,0.99875,TRUE
"none","GSE282302","C3_D6","HALLMARK_E2F_TARGETS",0.5,0.5845,TRUE
"pcs","GSE282302","C3_D6","HALLMARK_E2F_TARGETS",0.75,0.996125,TRUE
"libsize","GSE282302","C3_D7","HALLMARK_E2F_TARGETS",0.75,0.93275,TRUE
"none","GSE282302","C3_D7","HALLMARK_E2F_TARGETS",0.25,0.480375,FALSE
"pcs","GSE282302","C3_D7","HALLMARK_E2F_TARGETS",0.75,0.884125,TRUE
"libsize","GSE282302","C3_D8","HALLMARK_E2F_TARGETS",0.75,0.805,TRUE
"none","GSE282302","C3_D8","HALLMARK_E2F_TARGETS",0,0.691,FALSE
"pcs","GSE282302","C3_D8","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE282302","C3_D9","HALLMARK_E2F_TARGETS",0.5,0.751125,TRUE
"none","GSE282302","C3_D9","HALLMARK_E2F_TARGETS",0.5,0.519625,TRUE
"pcs","GSE282302","C3_D9","HALLMARK_E2F_TARGETS",1,0.999375,TRUE
"libsize","GSE274557","Pt1","HALLMARK_E2F_TARGETS",1,0.99925,TRUE
"none","GSE274557","Pt1","HALLMARK_E2F_TARGETS",1,0.99775,TRUE
"pcs","GSE274557","Pt1","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt10","HALLMARK_E2F_TARGETS",0.75,0.812625,TRUE
"none","GSE274557","Pt10","HALLMARK_E2F_TARGETS",0.25,0.415,FALSE
"pcs","GSE274557","Pt10","HALLMARK_E2F_TARGETS",1,0.999,TRUE
"libsize","GSE274557","Pt11","HALLMARK_E2F_TARGETS",0.25,0.897125,FALSE
"none","GSE274557","Pt11","HALLMARK_E2F_TARGETS",0,0.405125,FALSE
"pcs","GSE274557","Pt11","HALLMARK_E2F_TARGETS",0.75,0.946625,TRUE
"libsize","GSE274557","Pt12","HALLMARK_E2F_TARGETS",0.75,0.954,TRUE
"none","GSE274557","Pt12","HALLMARK_E2F_TARGETS",0.5,0.83475,TRUE
"pcs","GSE274557","Pt12","HALLMARK_E2F_TARGETS",0.75,0.805,TRUE
"libsize","GSE274557","Pt13","HALLMARK_E2F_TARGETS",0.571428571428571,0.895071428571429,TRUE
"none","GSE274557","Pt13","HALLMARK_E2F_TARGETS",0.571428571428571,0.707357142857143,TRUE
"pcs","GSE274557","Pt13","HALLMARK_E2F_TARGETS",0.714285714285714,0.921,TRUE
"libsize","GSE274557","Pt2","HALLMARK_E2F_TARGETS",0.333333333333333,0.8965,FALSE
"none","GSE274557","Pt2","HALLMARK_E2F_TARGETS",0.333333333333333,0.427166666666667,FALSE
"pcs","GSE274557","Pt2","HALLMARK_E2F_TARGETS",1,0.999166666666667,TRUE
"libsize","GSE274557","Pt3","HALLMARK_E2F_TARGETS",1,0.999375,TRUE
"none","GSE274557","Pt3","HALLMARK_E2F_TARGETS",0.75,0.983625,TRUE
"pcs","GSE274557","Pt3","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt4","HALLMARK_E2F_TARGETS",0.75,0.97625,TRUE
"none","GSE274557","Pt4","HALLMARK_E2F_TARGETS",0.5,0.74125,TRUE
"pcs","GSE274557","Pt4","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt5","HALLMARK_E2F_TARGETS",1,0.998833333333333,TRUE
"none","GSE274557","Pt5","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"pcs","GSE274557","Pt5","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt6","HALLMARK_E2F_TARGETS",0.833333333333333,0.927833333333333,TRUE
"none","GSE274557","Pt6","HALLMARK_E2F_TARGETS",0,0.297333333333333,FALSE
"pcs","GSE274557","Pt6","HALLMARK_E2F_TARGETS",0.5,0.874416666666667,TRUE
"libsize","GSE274557","Pt7","HALLMARK_E2F_TARGETS",1,0.9955,TRUE
"none","GSE274557","Pt7","HALLMARK_E2F_TARGETS",0.75,0.936375,TRUE
"pcs","GSE274557","Pt7","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt8","HALLMARK_E2F_TARGETS",1,0.9989,TRUE
"none","GSE274557","Pt8","HALLMARK_E2F_TARGETS",1,0.9989,TRUE
"pcs","GSE274557","Pt8","HALLMARK_E2F_TARGETS",1,0.9995,TRUE
"libsize","GSE274557","Pt9","HALLMARK_E2F_TARGETS",0.75,0.813625,TRUE
"none","GSE274557","Pt9","HALLMARK_E2F_TARGETS",0.25,0.474375,FALSE
"pcs","GSE274557","Pt9","HALLMARK_E2F_TARGETS",0.75,0.775125,TRUE
"libsize","GSE282302","C1_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.50075,TRUE
"pcs","GSE282302","C1_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D14","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.333333333333333,0.612,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.1355,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.9585,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.0235,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.999,TRUE
"none","GSE282302","C1_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.953,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9875,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C1_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.694,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C2_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.875,0.8835,TRUE
"pcs","GSE282302","C2_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.6355,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.00749999999999995,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.626,FALSE
"none","GSE282302","C2_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C2_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C2_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C2_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.86675,TRUE
"none","GSE282302","C2_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.9655,TRUE
"pcs","GSE282302","C2_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.00324999999999998,FALSE
"none","GSE282302","C2_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.06125,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.9925,TRUE
"pcs","GSE282302","C2_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0,0.28475,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C2_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C2_D9","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.666666666666667,0.991583333333333,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.25,0.69775,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.75,0.98125,TRUE
"none","GSE282302","C3_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C3_D10","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.5,0.694125,TRUE
"pcs","GSE282302","C3_D11","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.99525,TRUE
"none","GSE282302","C3_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.999,TRUE
"pcs","GSE282302","C3_D12","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.75,0.858625,TRUE
"none","GSE282302","C3_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.75,0.960625,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C3_D3","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.75,0.865375,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C3_D5","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.75,0.940625,TRUE
"pcs","GSE282302","C3_D6","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"libsize","GSE282302","C3_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"none","GSE282302","C3_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.9995,TRUE
"pcs","GSE282302","C3_D7","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1,0.998375,TRUE
