"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","arm","section_id","analysis"
"HALLMARK_COAGULATION",0.551111808059772,0.486877493966854,0.0257112239632471,2.49829857126746,1999,0.0195,0.108333333333333,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_COMPLEMENT",0.560550156616499,0.536285540810058,0.0195262980563003,1.24266339356695,1999,0.1285,0.356944444444444,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_DNA_REPAIR",0.574757922510894,0.509116140419703,0.0199130608283488,3.29641849924655,1999,0.0035,0.025,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_E2F_TARGETS",0.7419186031111,0.540681553807225,0.0173291625004873,11.612624054868,1999,5e-04,0.005,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.549132413417155,0.568080538560779,0.0207079719423496,-0.91501597531497,1999,0.825,0.916666666666667,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.531647418039497,0.50495542436924,0.0178290664773498,1.49710551049698,1999,0.0745,0.283928571428571,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.523508454625477,0.52820931079294,0.0190033811724492,-0.247369461508167,1999,0.5955,0.847222222222222,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_FATTY_ACID_METABOLISM",0.540167038802647,0.497045678681238,0.0199920991905766,2.15692007679389,1999,0.031,0.147727272727273,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_G2M_CHECKPOINT",0.677839006953132,0.529660501644034,0.0164361494815231,9.015402632817,1999,5e-04,0.005,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_GLYCOLYSIS",0.553787758083717,0.524701092612618,0.0181058714762956,1.60647696572792,1999,0.071,0.283928571428571,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_HEDGEHOG_SIGNALING",0.184418425238205,0.19504524055852,0.0297380319665232,-0.357347632562829,1999,0.648,0.847435897435898,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_HEME_METABOLISM",0.503682821100142,0.500673839770855,0.017413648514944,0.172794421956123,1999,0.43,0.767857142857143,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_HYPOXIA",0.550464299274215,0.556952261357671,0.0197151441444807,-0.329085196431243,1999,0.6385,0.847435897435898,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_IL2_STAT5_SIGNALING",0.543859875342969,0.525301144700168,0.0179704372285131,1.0327367334922,1999,0.1645,0.41125,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.405326609885152,0.422632983763614,0.0257294753566385,-0.672628323686229,1999,0.759,0.903571428571429,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_INFLAMMATORY_RESPONSE",0.525561530439272,0.501001446041153,0.0187169094027577,1.31218695723884,1999,0.1075,0.326470588235294,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.503317753009026,0.466336052941398,0.0252560444189253,1.46427126331453,1999,0.0915,0.305,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.532118727984551,0.555620558701974,0.0189582813430217,-1.23966040445294,1999,0.8965,0.953723404255319,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_KRAS_SIGNALING_DN",0.351400648626954,0.321268676658806,0.0274336902241739,1.09835649968798,1999,0.154,0.405263157894737,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_KRAS_SIGNALING_UP",0.49437099096824,0.498205421122028,0.0182258446533252,-0.210384222334989,1999,0.5825,0.847222222222222,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_MITOTIC_SPINDLE",0.469627077214405,0.528095253733985,0.0160023071593874,-3.65373417328016,1999,1,1,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_MTORC1_SIGNALING",0.57821633500485,0.572958556034447,0.0182892358616931,0.287479422878182,1999,0.393,0.727777777777778,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_MYC_TARGETS_V1",0.77427127186913,0.626104717850018,0.0200259436105708,7.39873021218843,1999,5e-04,0.005,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_MYC_TARGETS_V2",0.588854815446164,0.356312714009627,0.0261169822919826,8.90386564713961,1999,5e-04,0.005,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_MYOGENESIS",0.582723045153376,0.504727616368867,0.0220219850569004,3.54170746111143,1999,0.004,0.025,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_NOTCH_SIGNALING",0.240715199816047,0.22599666330161,0.0278046416640287,0.529355374986847,1999,0.31,0.645833333333333,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.718887342166985,0.611343913743826,0.0194465174329089,5.5302153094603,1999,5e-04,0.005,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_P53_PATHWAY",0.525194348145466,0.557345308639953,0.0186011936957717,-1.72843533701795,1999,0.974,0.993877551020408,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_PANCREAS_BETA_CELLS",0.143872385147905,0.161160350962127,0.0337175683483245,-0.512728724551714,1999,0.713,0.89125,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_PEROXISOME",0.45895830309717,0.434714924249605,0.0247456246465047,0.979703652418807,1999,0.1775,0.422619047619048,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.438227898295876,0.457428657848309,0.0248776902490034,-0.771806359844919,1999,0.8,0.916666666666667,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_PROTEIN_SECRETION",0.469868328637728,0.471562296052299,0.0225033942800688,-0.0752760847314249,1999,0.529,0.847222222222222,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.402305794848956,0.412298845911723,0.0364462609885909,-0.274185905267365,1999,0.61,0.847222222222222,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_SPERMATOGENESIS",0.390390404599245,0.287432577562458,0.025272023305939,4.07398433399641,1999,0.001,0.00833333333333333,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_TGF_BETA_SIGNALING",0.425885284401938,0.407378966983751,0.0339871991388133,0.544508458687696,1999,0.2915,0.633695652173913,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.576378217358175,0.584919375237731,0.0199800393090718,-0.42748453831509,1999,0.661,0.847435897435898,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.550641572726983,0.496511341330609,0.0243479558541961,2.22319408333594,1999,0.0325,0.147727272727273,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_UV_RESPONSE_DN",0.464909287569593,0.469389121269748,0.0205652127394871,-0.217835514609263,1999,0.586,0.847222222222222,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_UV_RESPONSE_UP",0.529872859034901,0.528801087123613,0.0224889478871799,0.0476577168778546,1999,0.4765,0.821551724137931,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.264170809200459,0.254876090496939,0.0279818485402113,0.332169573792189,1999,0.369,0.722115384615385,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_XENOBIOTIC_METABOLISM",0.516950444850634,0.503685036510171,0.0198460636098355,0.668415087306734,1999,0.265,0.602272727272727,"raw","GSM8452893_Pt-13C","label_malignant_subset"
"HALLMARK_ADIPOGENESIS",0.548466335190018,0.530273313042268,0.0187474941858244,0.970424205358916,1999,0.155,0.3875,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ALLOGRAFT_REJECTION",0.476400634569214,0.458425731001777,0.0211779844063863,0.848754216761814,1999,0.1925,0.401041666666667,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ANDROGEN_RESPONSE",0.443035048396066,0.439081540528748,0.0266559056800328,0.148316396177793,1999,0.432,0.69140625,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ANGIOGENESIS",0.232110237417174,0.250776982954295,0.0345558279585403,-0.540190950120384,1999,0.708,0.866071428571429,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_APICAL_JUNCTION",0.425997735449336,0.480910356989511,0.0217744935594451,-2.52187824209373,1999,0.9945,0.9945,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_APICAL_SURFACE",0.186097636632017,0.18607298636005,0.0312700512724663,0.000788302895706115,1999,0.499,0.693055555555556,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_APOPTOSIS",0.511021631891416,0.52090815249358,0.021144747929728,-0.467563890334421,1999,0.674,0.866071428571429,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_BILE_ACID_METABOLISM",0.354956610441114,0.303735782136781,0.0268114776231899,1.91040676773557,1999,0.021,0.0807692307692308,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.431468804148032,0.36893793597453,0.0279563477653089,2.23673237643356,1999,0.0115,0.0638888888888889,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_COAGULATION",0.418563806216644,0.432428410846983,0.0248669903341655,-0.557550569812627,1999,0.7275,0.866071428571429,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_COMPLEMENT",0.500340011543576,0.499231742083127,0.0203714514593532,0.0544030680710418,1999,0.4825,0.693055555555556,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_DNA_REPAIR",0.535447054569627,0.486008316261795,0.0222905076490944,2.21792787701903,1999,0.0105,0.0638888888888889,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_E2F_TARGETS",0.596551078880982,0.536781617720157,0.0179605767316376,3.32781413725658,1999,0.001,0.0125,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.468567083275184,0.516863293479171,0.0202068319731111,-2.39009312633736,1999,0.993,0.9945,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.504556942860787,0.457214659154592,0.0212899117283847,2.22369563153593,1999,0.01,0.0638888888888889,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.502992454368199,0.484459544747475,0.0207740502687254,0.892118262013883,1999,0.185,0.401041666666667,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_FATTY_ACID_METABOLISM",0.503652550948638,0.455429364626202,0.0224020333003947,2.15262541912149,1999,0.016,0.08,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_G2M_CHECKPOINT",0.54172740628896,0.520634235239784,0.0196975151998931,1.07085441159048,1999,0.136,0.357894736842105,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_GLYCOLYSIS",0.481756325578121,0.500662201356574,0.0190093541725673,-0.994556448726496,1999,0.8235,0.888829787234043,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_HEDGEHOG_SIGNALING",0.143107927611926,0.163948991947854,0.0300555347784106,-0.693418516409129,1999,0.7585,0.881976744186047,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_HEME_METABOLISM",0.468904204667448,0.454746569704196,0.020294016266477,0.697626077428484,1999,0.235,0.435185185185185,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_HYPOXIA",0.519498153699282,0.519416239372014,0.01993385764312,0.00410930632368094,1999,0.4975,0.693055555555556,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_IL2_STAT5_SIGNALING",0.509629762313869,0.476769971695271,0.0205860611357302,1.59621553642263,1999,0.0545,0.181666666666667,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.339471551952953,0.364280784768788,0.0278351980025683,-0.891289970832837,1999,0.811,0.888829787234043,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_INFLAMMATORY_RESPONSE",0.444738053646698,0.441766912880422,0.0211854394643885,0.140244471740645,1999,0.4425,0.69140625,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.443152099930611,0.420251892030473,0.0252876379484635,0.905589045003284,1999,0.181,0.401041666666667,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.503739034127399,0.514709828871371,0.0194284082763133,-0.564678000788534,1999,0.714,0.866071428571429,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_KRAS_SIGNALING_DN",0.30170356895346,0.261496683404175,0.0279903726375115,1.43645410048603,1999,0.0865,0.2703125,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_KRAS_SIGNALING_UP",0.4262630249911,0.446846380746396,0.0220698653231669,-0.932645281423142,1999,0.8355,0.888829787234043,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_MITOTIC_SPINDLE",0.453887577562551,0.494827096289836,0.0183779415679253,-2.22764440598372,1999,0.9865,0.9945,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_MTORC1_SIGNALING",0.572873170744446,0.5507544669443,0.0182146835110303,1.21433368780479,1999,0.1065,0.295833333333333,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_MYC_TARGETS_V1",0.668733951930718,0.619362408803468,0.0163549769156604,3.01874734411729,1999,5e-04,0.00833333333333333,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_MYC_TARGETS_V2",0.474855489517341,0.337876124541467,0.028144498208459,4.86700327578425,1999,5e-04,0.00833333333333333,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_MYOGENESIS",0.483468744247173,0.436272000734964,0.0231945358724561,2.03482163953348,1999,0.018,0.0807692307692308,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_NOTCH_SIGNALING",0.194378690418408,0.181892181148621,0.0284162311759714,0.439414684954594,1999,0.331,0.570689655172414,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.656169387876497,0.597340530334797,0.0174194810258536,3.3771877276015,1999,5e-04,0.00833333333333333,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_P53_PATHWAY",0.5147173609252,0.526408208152828,0.0196393086552242,-0.595277941442124,1999,0.7225,0.866071428571429,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_PANCREAS_BETA_CELLS",0.104082012546781,0.127289884751171,0.0315641728487791,-0.735259951704608,1999,0.779,0.885227272727273,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_PEROXISOME",0.416237030505736,0.393325756753512,0.0259426309035199,0.88315151371616,1999,0.1925,0.401041666666667,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.423670627810172,0.422590288623197,0.0262570543560295,0.0411447214271223,1999,0.485,0.693055555555556,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_PROTEIN_SECRETION",0.457548718243718,0.438397730805561,0.0241003533920944,0.7946351294765,1999,0.217,0.434,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.392726666724937,0.37788024379413,0.0368048986668585,0.40338170919015,1999,0.3495,0.5825,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_SPERMATOGENESIS",0.306787112697835,0.248464713670513,0.0264738845646398,2.20301629271365,1999,0.02,0.0807692307692308,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_TGF_BETA_SIGNALING",0.342815671023642,0.347411261366845,0.031842568415013,-0.144322225622856,1999,0.5505,0.743918918918919,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.573983901117252,0.549273130156643,0.0188762448564893,1.30909358023683,1999,0.093,0.273529411764706,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.53683455578023,0.470921069854074,0.0240229234910935,2.74377454311889,1999,0.005,0.05,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_UV_RESPONSE_DN",0.420685666518152,0.405459809418131,0.0218839774818723,0.69575364499591,1999,0.246,0.439285714285714,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_UV_RESPONSE_UP",0.539102571252711,0.48474225573423,0.0235180772592813,2.31142686194839,1999,0.0115,0.0638888888888889,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.235341910185815,0.212156869235399,0.0297187887936311,0.780147573018983,1999,0.2305,0.435185185185185,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_XENOBIOTIC_METABOLISM",0.495865038806488,0.458497309179848,0.0220180283300515,1.69714240832536,1999,0.037,0.132142857142857,"raw","GSM8452893_Pt-13C","RCTD_malignant_subset"
"HALLMARK_ADIPOGENESIS",0.736148757943242,0.678649335411321,0.0205014849248015,2.80464672402152,1999,0.002,0.00434782608695652,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_ALLOGRAFT_REJECTION",0.493399971253041,0.658816796218218,0.0242773235189589,-6.8136351536444,1999,1,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_ANDROGEN_RESPONSE",0.717277528015489,0.608757823941068,0.0313960773261893,3.45647333413526,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_ANGIOGENESIS",0.780659582871222,0.490760079371747,0.0538793132842531,5.38053449141121,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_APICAL_JUNCTION",0.814778300652141,0.669137756793503,0.0232486458654878,6.26447427094405,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_APICAL_SURFACE",0.495920064294049,0.37174139809492,0.0516655406221305,2.40351043855986,1999,0.0105,0.021875,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_APOPTOSIS",0.761286475512138,0.68151294902138,0.0224318570716856,3.55626046634595,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_BILE_ACID_METABOLISM",0.476419925919533,0.441666812258514,0.0358062355424232,0.970588310514914,1999,0.162,0.238235294117647,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.658966867693414,0.543858940005258,0.036560234188241,3.14844612579585,1999,0.001,0.00277777777777778,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_COAGULATION",0.846108852683226,0.632138763883518,0.0308606975531214,6.93341712161219,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_COMPLEMENT",0.727826345607955,0.664457848993475,0.0246200330670041,2.57385911879244,1999,0.002,0.00434782608695652,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_DNA_REPAIR",0.616880476587293,0.63222757233069,0.0250579602045952,-0.612463888444622,1999,0.7125,0.86890243902439,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_E2F_TARGETS",0.489183283697356,0.611976500327225,0.0256435159330648,-4.78847038566736,1999,1,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.896378710695915,0.700474580890607,0.0189309949066569,10.3483272153023,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.78056915739907,0.649812872951131,0.0232330198207499,5.6280365383736,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.790346959299686,0.639628449775332,0.0237987952833668,6.33303105177312,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_FATTY_ACID_METABOLISM",0.665748168816159,0.607896725641108,0.0280322705794153,2.0637444623388,1999,0.011,0.022,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_G2M_CHECKPOINT",0.542819344538405,0.628282935631057,0.0247415817043815,-3.45424929229633,1999,1,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_GLYCOLYSIS",0.761779826109074,0.645826685283861,0.0235618385000349,4.92122636461674,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_HEDGEHOG_SIGNALING",0.520588473448862,0.311865642940095,0.0526401032064139,3.96509158977741,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_HEME_METABOLISM",0.675978359889186,0.639496184445463,0.0236076850048315,1.54535166985907,1999,0.064,0.106451612903226,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_HYPOXIA",0.78395926620718,0.690333700793651,0.0219301475041562,4.26926291288215,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_IL2_STAT5_SIGNALING",0.703762654718388,0.672236660034451,0.0210587061704934,1.49705278323841,1999,0.063,0.106451612903226,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.540918760107004,0.570159974810544,0.0343858903513652,-0.850384108270705,1999,0.814,0.944318181818182,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_INFLAMMATORY_RESPONSE",0.666632991397675,0.656370688200527,0.0221034195877578,0.464285770643005,1999,0.3215,0.434459459459459,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.569268200153457,0.591265295872882,0.0322149212578014,-0.682823203055261,1999,0.7685,0.914880952380952,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.612271282540109,0.685048739659464,0.0213997585534559,-3.40085412354347,1999,1,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_KRAS_SIGNALING_DN",0.46910702167243,0.355028935079024,0.0332893610296022,3.42686320989951,1999,0.002,0.00434782608695652,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_KRAS_SIGNALING_UP",0.731412960533899,0.654749537289345,0.0232127917442555,3.30263692920631,1999,0.001,0.00277777777777778,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_MITOTIC_SPINDLE",0.705308872096187,0.665119367579052,0.0222331143412235,1.80764169609014,1999,0.033,0.0611111111111111,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_MTORC1_SIGNALING",0.711438613731797,0.685243433076379,0.0212852792942231,1.23067122086239,1999,0.102,0.159375,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_MYC_TARGETS_V1",0.656347081400845,0.708745233360311,0.020832917922292,-2.5151614456945,1999,0.9945,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_MYC_TARGETS_V2",0.397762951026811,0.455253937474323,0.0401985708413414,-1.43017488543118,1999,0.94,1,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_MYOGENESIS",0.788542281471835,0.639625998920294,0.0251655218610222,5.91747245989723,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_NOTCH_SIGNALING",0.513007408566803,0.350929802038305,0.0474126827730062,3.4184441176734,1999,0.0015,0.00375,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.705392059586409,0.697846250568408,0.0215390660247229,0.350331300778774,1999,0.358,0.471052631578947,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_P53_PATHWAY",0.753473154501847,0.68959226545128,0.0214507629893748,2.97802409556289,1999,0.001,0.00277777777777778,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_PANCREAS_BETA_CELLS",0.219208217565317,0.186268603992037,0.0455928485594785,0.722473252144112,1999,0.2685,0.383571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_PEROXISOME",0.567844239210891,0.533067317799786,0.0334059824183084,1.04103872700495,1999,0.151,0.228787878787879,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.596651222112336,0.597184117026258,0.0336569998385111,-0.0158331080155205,1999,0.5055,0.648076923076923,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_PROTEIN_SECRETION",0.709862881512535,0.602247278892736,0.0328758078411411,3.2733979691026,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.544053870852436,0.516980032383121,0.0459464185031618,0.589248070934012,1999,0.2835,0.39375,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_SPERMATOGENESIS",0.286424742885052,0.320692527792562,0.0365873212965114,-0.936602727206978,1999,0.831,0.944318181818182,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_TGF_BETA_SIGNALING",0.699066498592569,0.55847186405522,0.0412950674892168,3.40463505899492,1999,0.001,0.00277777777777778,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.754916392069805,0.720631796639387,0.0190812850582308,1.79676553889274,1999,0.0345,0.0616071428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.61967746679313,0.629931241854774,0.030470802596879,-0.33651148600513,1999,0.6175,0.771875,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
"HALLMARK_UV_RESPONSE_DN",0.756288108308264,0.641190366610982,0.0251170067033709,4.58246251460507,1999,5e-04,0.00178571428571429,"raw","GSM8641021_C1_D8_ROI1_s1","full_section"
